fileName,drainageArea
reach13639.csv,6173.77098
reach13640.csv,6173.77098
reach13641.csv,6154.46588
reach13659.csv,6223.96424
reach13662.csv,6223.96424
reach13663.csv,6220.10322
reach13664.csv,6223.96424
reach13665.csv,6223.96424
reach13669.csv,6223.96424
reach13670.csv,6223.96424
reach13671.csv,6223.96424
reach13683.csv,6038.63528


